Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Nature,latitude,longitude,temp,humidity,pressure,wind_speed,wind_deg,rain_1h,Nature_encoded,date_str,image_path
2014,2525,66,66134,Passa,2014-02-13 13:10:00,10000,300.0,10000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),48.2586622,14.5003309,9.0,53.0,1016.9,20.5,80.0,0.0,1,2014-02-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_29_48.2587_14.5003_2014-02-13.png
2014,5050,11,11145,Fleury,2014-02-13 15:20:00,6000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),48.5787831,7.770214,8.3,75.0,997.0,31.7,240.0,0.0,2,2014-02-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_30_48.5788_7.7702_2014-02-13.png
2014,2547,66,66190,Salses-le-Château,2014-02-13 19:02:00,200000,300.0,200000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),42.5086759,3.0740691,12.0,61.0,1014.4,42.5,300.0,0.0,1,2014-02-13,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_32_42.5087_3.0741_2014-02-13.png
2014,5061,11,11295,Portel-des-Corbières,2014-02-14 19:33:00,3000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),45.6755984,5.4715009,9.5,69.0,1005.7,18.4,140.0,0.0,2,2014-02-14,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_37_45.6756_5.4715_2014-02-14.png
2014,5072,11,11203,Lézignan-Corbières,2014-02-17 11:52:00,500,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.5793762,7.7668634,10.9,64.0,1016.2,11.2,150.0,0.0,3,2014-02-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_38_48.5794_7.7669_2014-02-17.png
2014,2768,2B,2B096,Corte,2014-02-17 12:08:00,20,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,1,2014-02-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_39_46.2337_5.3539_2014-02-17.png
2014,5083,11,11203,Lézignan-Corbières,2014-02-17 15:46:00,50,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,48.5793762,7.7668634,11.4,53.0,1016.3,5.4,160.0,0.0,3,2014-02-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_40_48.5794_7.7669_2014-02-17.png
2014,4375,34,34319,Vailhan,2014-02-17 16:18:00,5000,300.0,5000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,8.9,60.0,1015.5,5.4,170.0,0.0,3,2014-02-17,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_41_46.2337_5.3539_2014-02-17.png
2014,3343,34,34245,Saint-Chinian,2014-02-19 16:33:00,800,800.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Malveillance,43.7366233,3.3280487,20.6,53.0,1016.9,11.2,210.0,0.0,3,2014-02-19,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_43_43.7366_3.3280_2014-02-19.png
2014,2011,11,11360,Saint-Nazaire-d'Aude,2014-02-22 13:19:00,4000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),42.9841425,2.7933858,13.4,55.0,1019.9,13.0,180.0,0.0,2,2014-02-22,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_45_42.9841_2.7934_2014-02-22.png
2014,2010,11,11132,Fabrezan,2014-02-22 15:31:00,7000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,10.6,47.0,1019.1,9.4,160.0,0.0,2,2014-02-22,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_46_46.2337_5.3539_2014-02-22.png
2014,29,63,63127,Creste,2014-02-23 12:47:00,1149,0.0,800.0,1149.0,1149.0,0.0,0.0,0.0,Mesurées,1.0,Involontaire (particulier),32.7569047,-97.0696914,13.3,93.0,1012.0,13.0,180.0,0.0,1,2014-02-23,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_47_32.7569_-97.0697_2014-02-23.png
2014,3789,48,48163,Saint-Julien-des-Points,2014-02-23 13:31:00,2500,2500.0,800.0,0.0,0.0,0.0,0.0,0.0,,5.0,Involontaire (travaux),46.2337295,5.3538775,14.6,52.0,1019.4,5.4,280.0,0.0,2,2014-02-23,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_48_46.2337_5.3539_2014-02-23.png
2014,3332,34,34170,Montouliers,2014-02-23 14:54:00,92000,50000.0,42000.0,0.0,0.0,0.0,0.0,0.0,,4.0,Involontaire (particulier),43.6373155,3.9119638,14.1,58.0,1019.5,14.8,190.0,0.0,1,2014-02-23,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_50_43.6373_3.9120_2014-02-23.png
2014,2549,2A,2A040,Bocognano,2014-02-25 11:46:00,2000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,14.0,43.0,1015.1,31.7,200.0,0.0,3,2014-02-25,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_54_46.2337_5.3539_2014-02-25.png
2014,31,63,63335,Saint-Diéry,2014-02-25 13:46:00,3706,0.0,800.0,3706.0,3706.0,0.0,0.0,0.0,Mesurées,1.0,Accidentelle,46.2337295,5.3538775,11.6,51.0,1015.1,24.1,200.0,0.0,0,2014-02-25,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_55_46.2337_5.3539_2014-02-25.png
2014,5094,11,11015,Arques,2014-02-25 14:53:00,14700,300.0,14700.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),48.5996447,7.7769939,13.2,48.0,1012.6,7.6,160.0,0.0,1,2014-02-25,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_56_48.5996_7.7770_2014-02-25.png
2014,3963,2B,2B075,Casevecchie,2014-02-27 18:23:00,100,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,2,2014-02-27,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_63_46.2337_5.3539_2014-02-27.png
2014,6143,66,66176,Saint-Hippolyte,2014-03-05 16:11:00,10000,300.0,10000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),37.9534483,58.3608746,20.6,53.0,1016.9,11.2,210.0,0.0,2,2014-03-05,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_65_37.9534_58.3609_2014-03-05.png
2014,8451,34,34190,Oupia,2014-03-05 22:27:00,150,300.0,150.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,43.8978411,3.7246197,-3.4,95.0,1016.9,66.6,360.0,0.0,3,2014-03-05,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_66_43.8978_3.7246_2014-03-05.png
2014,8315,48,48148,Saint-Étienne-Vallée-Française,2014-03-06 10:55:00,1000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Accidentelle,46.2337295,5.3538775,10.2,57.0,1025.2,5.4,350.0,0.0,0,2014-03-06,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_68_46.2337_5.3539_2014-03-06.png
2014,2552,2A,2A092,Conca,2014-03-07 13:09:00,50,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,1,2014-03-07,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_70_46.2337_5.3539_2014-03-07.png
2014,1959,34,34147,Magalas,2014-03-07 13:44:00,20000,300.0,20000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,14.2,45.0,1025.1,14.8,320.0,0.0,3,2014-03-07,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_71_46.2337_5.3539_2014-03-07.png
2014,2038,04,04020,Barles,2014-03-07 14:27:00,23100,23100.0,800.0,0.0,0.0,0.0,0.0,0.0,,4.0,Involontaire (travaux),44.0299164,6.2050865,18.4,23.0,1018.7,13.0,360.0,0.0,2,2014-03-07,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_72_44.0299_6.2051_2014-03-07.png
2014,5205,48,48194,Vialas,2014-03-07 14:28:00,5800,5700.0,100.0,0.0,0.0,0.0,0.0,0.0,,3.0,Involontaire (particulier),46.2337295,5.3538775,13.8,47.0,1025.0,18.4,350.0,0.0,1,2014-03-07,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_73_46.2337_5.3539_2014-03-07.png
2014,8418,48,48004,Altier,2014-03-07 16:42:00,48000,300.0,48000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),48.7890968,2.3683879,14.8,36.0,1025.7,3.6,210.0,0.0,2,2014-03-07,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_74_48.7891_2.3684_2014-03-07.png
2014,5384,48,48178,Saint-Privat-de-Vallongue,2014-03-08 10:38:00,14200,300.0,14200.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,11.5,59.0,1027.6,9.4,220.0,0.0,1,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_77_46.2337_5.3539_2014-03-08.png
2014,2012,11,11075,Castans,2014-03-08 13:46:00,29000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,15.8,47.0,1025.7,5.4,310.0,0.0,2,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_82_46.2337_5.3539_2014-03-08.png
2014,8313,48,48148,Saint-Étienne-Vallée-Française,2014-03-08 14:28:00,1400,1400.0,800.0,0.0,0.0,0.0,0.0,0.0,,2.0,Involontaire (particulier),46.2337295,5.3538775,16.1,46.0,1025.4,3.6,300.0,0.0,1,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_83_46.2337_5.3539_2014-03-08.png
2014,33,63,63076,Chambon-sur-Dolore,2014-03-08 15:08:00,700,0.0,800.0,700.0,700.0,0.0,0.0,0.0,Mesurées,1.0,Involontaire (particulier),46.2337295,5.3538775,15.7,47.0,1025.5,5.4,240.0,0.0,1,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_85_46.2337_5.3539_2014-03-08.png
2014,8453,34,34105,Fouzilhon,2014-03-08 15:10:00,42600,2600.0,20000.0,0.0,0.0,0.0,0.0,20000.0,,1.0,Malveillance,46.2337295,5.3538775,15.7,47.0,1025.5,5.4,240.0,0.0,3,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_86_46.2337_5.3539_2014-03-08.png
2014,1911,63,63145,Égliseneuve-des-Liards,2014-03-08 15:56:00,776,776.0,800.0,0.0,0.0,0.0,0.0,0.0,Mesurées,1.0,Accidentelle,46.2337295,5.3538775,15.7,47.0,1025.5,5.4,240.0,0.0,0,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_88_46.2337_5.3539_2014-03-08.png
2014,2013,11,11303,Puivert,2014-03-08 16:15:00,300,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),45.6580717,5.4721778,14.5,44.0,1025.5,7.6,20.0,0.0,1,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_89_45.6581_5.4722_2014-03-08.png
2014,8303,48,48036,Cassagnas,2014-03-08 16:34:00,4300,300.0,4300.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,15.0,51.0,1025.6,3.6,230.0,0.0,2,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_91_46.2337_5.3539_2014-03-08.png
2014,8339,34,34045,Cabrières,2014-03-08 16:50:00,75000,30000.0,30000.0,0.0,0.0,0.0,0.0,15000.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,15.0,51.0,1025.6,3.6,230.0,0.0,2,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_92_46.2337_5.3539_2014-03-08.png
2014,20,43,43192,Saint-Haon,2014-03-08 17:42:00,33700,5000.0,800.0,28700.0,5000.0,23700.0,0.0,23700.0,Mesurées,1.0,Involontaire (travaux),46.2337295,5.3538775,11.7,58.0,1026.5,1.8,200.0,0.0,2,2014-03-08,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_94_46.2337_5.3539_2014-03-08.png
2014,8454,34,34092,Cruzy,2014-03-09 11:10:00,3600,1000.0,2600.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),43.6204187,3.8677274,17.5,37.0,1029.1,7.6,180.0,0.0,2,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_95_43.6204_3.8677_2014-03-09.png
2014,5240,07,07161,Montpezat-sous-Bauzon,2014-03-09 11:38:00,1500,1500.0,800.0,0.0,0.0,0.0,0.0,0.0,,5.0,Involontaire (particulier),48.2586622,14.5003309,12.7,39.0,1032.8,18.0,100.0,0.0,1,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_97_48.2587_14.5003_2014-03-09.png
2014,5251,07,07184,Pranles,2014-03-09 12:07:00,45000,45000.0,800.0,0.0,0.0,0.0,0.0,0.0,,5.0,Involontaire (particulier),43.0793983,2.1754217,17.7,42.0,1025.5,35.3,80.0,0.0,1,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_98_43.0794_2.1754_2014-03-09.png
2014,21,43,43216,Saint-Paulien,2014-03-09 12:50:00,28700,28700.0,800.0,0.0,0.0,0.0,0.0,0.0,Mesurées,1.0,Involontaire (travaux),46.2337295,5.3538775,18.5,34.0,1026.8,11.2,220.0,0.0,2,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_100_46.2337_5.3539_2014-03-09.png
2014,5183,83,83016,Le Beausset,2014-03-09 13:13:00,500,500.0,800.0,0.0,0.0,0.0,0.0,0.0,,5.0,Involontaire (particulier),46.2337295,5.3538775,19.5,32.0,1025.9,11.2,210.0,0.0,1,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_101_46.2337_5.3539_2014-03-09.png
2014,2554,2A,2A212,Piana,2014-03-09 15:01:00,2000,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,2.0,Involontaire (particulier),46.2337295,5.3538775,19.0,33.0,1025.1,5.4,220.0,0.0,1,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_102_46.2337_5.3539_2014-03-09.png
2014,45,82,82051,Durfort-Lacapelette,2014-03-09 17:28:00,800,0.0,800.0,800.0,800.0,0.0,0.0,0.0,Estimées,1.0,Accidentelle,48.2586622,14.5003309,9.2,55.0,1031.9,10.8,100.0,0.0,0,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_107_48.2587_14.5003_2014-03-09.png
2014,1310,33,33389,Saint-Ciers-sur-Gironde,2014-03-09 18:20:00,320,320.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,11.4,53.0,1025.7,5.4,120.0,0.0,3,2014-03-09,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_109_46.2337_5.3539_2014-03-09.png
2014,5650,2B,2B283,Solaro,2014-03-10 00:21:00,7000,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,Malveillance,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,3,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_112_46.2337_5.3539_2014-03-10.png
2014,1304,33,33436,Saint-Magne,2014-03-10 09:13:00,50,50.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Accidentelle,46.2337295,5.3538775,12.8,55.0,1021.7,7.6,20.0,0.0,0,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_113_46.2337_5.3539_2014-03-10.png
2014,5373,48,48173,Saint-Michel-de-Dèze,2014-03-10 11:30:00,4200,4000.0,200.0,0.0,0.0,0.0,0.0,0.0,,5.0,Involontaire (particulier),46.2337295,5.3538775,16.5,42.0,1019.4,14.8,330.0,0.0,1,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_114_46.2337_5.3539_2014-03-10.png
2014,1773,24,24576,Veyrines-de-Vergt,2014-03-10 11:46:00,800,800.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (particulier),46.2337295,5.3538775,16.5,42.0,1019.4,14.8,330.0,0.0,1,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_115_46.2337_5.3539_2014-03-10.png
2014,5661,2B,2B170,Morsiglia,2014-03-10 12:38:00,60000,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,,1.0,Malveillance,46.2337295,5.3538775,20.6,53.0,1016.9,11.2,210.0,0.0,3,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_118_46.2337_5.3539_2014-03-10.png
2014,2014,11,11322,Roquefort-des-Corbières,2014-03-10 13:01:00,3450,300.0,800.0,0.0,0.0,0.0,0.0,0.0,,1.0,Involontaire (travaux),46.2337295,5.3538775,17.0,45.0,1018.2,16.6,330.0,0.0,2,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_120_46.2337_5.3539_2014-03-10.png
2014,5,81,81105,Graulhet,2014-03-10 14:09:00,15000,0.0,800.0,15000.0,15000.0,0.0,0.0,0.0,Estimées,1.0,Naturelle,46.2337295,5.3538775,16.3,44.0,1018.3,14.8,350.0,0.0,4,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_121_46.2337_5.3539_2014-03-10.png
2014,6057,34,34338,Villeneuvette,2014-03-10 14:27:00,200,300.0,200.0,0.0,0.0,0.0,0.0,0.0,,3.0,Malveillance,46.2337295,5.3538775,16.3,44.0,1018.3,14.8,350.0,0.0,3,2014-03-10,C:\Users\Antoine Dupont\Documents\!EFREI\OneDrive - Efrei\!Cours\Machine Learning\Project\Forest-Fire-Prediction\fire_images\fire_122_46.2337_5.3539_2014-03-10.png
